,0,1
135,-3.7504733528067873e-06,-2.6906555995759717e-06
136,-4.896396904127599e-06,-2.9486512859620986e-06
137,-6.011178186957282e-06,-3.358324691709502e-06
138,-6.637414305285531e-06,-3.8116104778010482e-06
139,-6.54058495457375e-06,-4.24246467028573e-06
140,-5.860081730519961e-06,-4.65715367537529e-06
141,-5.075825132471091e-06,-5.129114488544862e-06
142,-4.794701330658731e-06,-5.759592325613561e-06
143,-5.4487996267759994e-06,-6.615606391614783e-06
144,-7.056942773597193e-06,-7.67549780511411e-06
145,-9.183650218303646e-06,-8.812562014859191e-06
146,-1.1130909468897016e-05,-9.826805680105172e-06
147,-1.2271184291471904e-05,-1.0513063257122074e-05
148,-1.2347877648084028e-05,-1.0733696891431969e-05
149,-1.1584177946293762e-05,-1.0462556224635464e-05
150,-1.0541106954027467e-05,-9.784919524410306e-06
151,-9.804547700361365e-06,-8.860757506951058e-06
152,-9.676420042459274e-06,-7.872895433042654e-06
153,-1.004141276567587e-05,-6.982775214282589e-06
154,-1.0471435729645502e-05,-6.301028541911409e-06
155,-1.049424725824159e-05,-5.873021066594429e-06
156,-9.871280612790975e-06,-5.677128428482594e-06
157,-8.729474783505492e-06,-5.635960912450862e-06
158,-7.481959589591198e-06,-5.6458003863891936e-06
159,-6.598880447664362e-06,-5.6213864239539705e-06
160,-6.363011158103396e-06,-5.535930576310136e-06
161,-6.743045827653612e-06,-5.430737320180633e-06
162,-7.44394378775711e-06,-5.384549417617083e-06
163,-8.083112532194799e-06,-5.450343273443131e-06
164,-8.380348955107648e-06,-5.596969387191839e-06
165,-8.262469754611306e-06,-5.700536468068927e-06
166,-7.842132359004566e-06,-5.5987197487538275e-06
167,-7.312999849345745e-06,-5.188609761310264e-06
168,-6.84045202166772e-06,-4.5135508337872715e-06
169,-6.501932500419539e-06,-3.7712489853332064e-06
170,-6.295617684306909e-06,-3.2285352516163835e-06
171,-6.189301684858944e-06,-3.087375086565956e-06
172,-6.153935549893362e-06,-3.3723060981677737e-06
173,-6.156173142711239e-06,-3.905631106124094e-06
174,-6.128679812526219e-06,-4.391941267439145e-06
175,-5.961041194967381e-06,-4.571216559210012e-06
176,-5.53972762119407e-06,-4.353500009809858e-06
177,-4.823242729736818e-06,-3.858824039633897e-06
178,-3.9065303088513046e-06,-3.3418352612996784e-06
179,-3.021128771768669e-06,-3.0487736389670315e-06
180,-2.4486525973827414e-06,-3.0880582518491196e-06
181,-2.3813409605957893e-06,-3.379694308922911e-06
182,-2.807421967871228e-06,-3.710194463701475e-06
183,-3.4925944891936275e-06,-3.8500690391631324e-06
184,-4.074400751689e-06,-3.661377089638756e-06
185,-4.227607660131933e-06,-3.1477653818128592e-06
186,-3.8189667213637355e-06,-2.432054099189654e-06
187,-2.972089756028251e-06,-1.6897874376260937e-06
188,-2.007523333345228e-06,-1.079208600594745e-06
189,-1.290242116219596e-06,-6.989387533553638e-07
190,-1.0673223920443947e-06,-5.798616017011654e-07
191,-1.3759135378109516e-06,-6.94670400384945e-07
192,-2.048193914073061e-06,-9.66526786808843e-07
193,-2.7958095365080947e-06,-1.274702406980682e-06
194,-3.3301389570682203e-06,-1.475464069560652e-06
195,-3.45535039265327e-06,-1.439242052845262e-06
196,-3.1122597810952264e-06,-1.0995490648709006e-06
197,-2.3853243770578495e-06,-5.026818391965004e-07
198,-1.4754527990336457e-06,1.8524728258555354e-07
199,-6.50273797859555e-07,7.301304894417812e-07
200,-1.7486607151462833e-07,9.164333437970114e-07
201,-2.2072932383026969e-07,6.416932982986166e-07
202,-7.856819719415488e-07,-3.115778647881397e-08
203,-1.6695209882823188e-06,-8.961743194446477e-07
204,-2.5363784738363723e-06,-1.6888350661648898e-06
205,-3.0602386894648076e-06,-2.1961785626800842e-06
206,-3.094187988625886e-06,-2.339933012539181e-06
207,-2.765699018846007e-06,-2.1924702255874936e-06
208,-2.4269051767285412e-06,-1.920549847537195e-06
209,-2.4654746651747017e-06,-1.6904234958807346e-06
210,-3.0646541908539796e-06,-1.5793694463029968e-06
211,-4.057684695517541e-06,-1.54176416566649e-06
212,-4.983491506999577e-06,-1.4548237616113716e-06
213,-5.33249107406186e-06,-1.2138345727772573e-06
214,-4.857441104237031e-06,-8.240086166626979e-07
215,-3.7629203401769787e-06,-4.34544608472939e-07
216,-2.6381015212955765e-06,-2.8230055375049944e-07
217,-2.146758956920852e-06,-5.614302086186525e-07
218,-2.635334163026208e-06,-1.2826573219226502e-06
219,-3.890047691403851e-06,-2.210362482247085e-06
220,-5.2045692539954436e-06,-2.9271680478720466e-06
221,-5.744799589846468e-06,-3.011800346988264e-06
222,-5.022282565613186e-06,-2.255718980273805e-06
223,-3.204449508950292e-06,-8.032939834349398e-07
224,-1.0667178775220461e-06,8.765822501932466e-07
225,4.0537691897065787e-07,2.19522885165392e-06
226,5.487385238839261e-07,2.727239814045632e-06
227,-6.048931086636979e-07,2.4295885573246604e-06
228,-2.3322355422387878e-06,1.6751415186933455e-06
229,-3.6061715342087667e-06,1.0651577163170158e-06
230,-3.645340634735466e-06,1.11833836005856e-06
231,-2.322887615112484e-06,1.9994360531257985e-06
232,-2.1068254686962483e-07,3.4340025658778043e-06
233,1.7657076440733445e-06,4.8650014538655644e-06
234,2.8531791006820102e-06,5.767920619087374e-06
235,2.873809696635478e-06,5.945730112243184e-06
236,2.2836039846833325e-06,5.635951646184854e-06
237,1.8659538161605718e-06,5.370200971168281e-06
238,2.2490429028163987e-06,5.6627762719593286e-06
239,3.5366808694268838e-06,6.705714582418795e-06
240,5.256881108295923e-06,8.240921970511864e-06
241,6.642863562505395e-06,9.679405700065695e-06
242,7.07714095821422e-06,1.0404975081852205e-05
243,6.434841656930838e-06,1.0092026707061753e-05
244,5.13168702362171e-06,8.865974679004851e-06
245,3.867396442348408e-06,7.227436672689079e-06
246,3.2266373999159124e-06,5.792895850768437e-06
247,3.3682960904106505e-06,4.997804963767412e-06
248,3.97389900010301e-06,4.91407565170307e-06
249,4.470941234613391e-06,5.266199285513137e-06
250,4.379835799187934e-06,5.610774646744669e-06
251,3.575129876523269e-06,5.565167877117522e-06
252,2.327103485000037e-06,4.970816733188856e-06
253,1.1152102991226988e-06,3.9230319907314635e-06
254,3.371312816730539e-07,2.6790098164086016e-06
255,9.46304746427058e-08,1.5155367128372376e-06
256,1.7152051197491625e-07,6.154738340559923e-07
257,1.976840847996584e-07,2.9691426354623718e-08
258,-1.1354221278513968e-07,-2.93004620932554e-07
259,-8.031090880935327e-07,-4.503064274773345e-07
260,-1.6662258921899443e-06,-5.424684899789402e-07
261,-2.3978170770544767e-06,-6.521334277982283e-07
262,-2.7806102628858167e-06,-8.395447153733057e-07
263,-2.79853314958762e-06,-1.1382834305161082e-06
264,-2.617782270854372e-06,-1.5443436098556383e-06
265,-2.4613957521289105e-06,-2.005666084180051e-06
266,-2.466555426056691e-06,-2.4280229544793727e-06
267,-2.6127670759165133e-06,-2.7019228821693224e-06
268,-2.7553608475540572e-06,-2.7357917646670388e-06
269,-2.727502057734922e-06,-2.4767681501637954e-06
270,-2.441589506183842e-06,-1.913200175848005e-06
271,-1.929759551766989e-06,-1.0658475983060441e-06
272,-1.3059651359356249e-06,1.8226258247939362e-08
273,-6.887968329954726e-07,1.2532526552890773e-06
274,-1.3838760986823703e-07,2.4981982100790046e-06
275,3.562865192620039e-07,3.563518915867551e-06
276,8.445237542009253e-07,4.255085609572791e-06
277,1.3687640487997174e-06,4.454098345806766e-06
278,1.9409384446810793e-06,4.195817824981368e-06
279,2.548256885567271e-06,3.6933182687553574e-06
280,3.1691676643076154e-06,3.27669580563754e-06
281,3.779094711628429e-06,3.2611009680087538e-06
282,4.334117266974931e-06,3.796021521064042e-06
283,4.7499436058329186e-06,4.775275403657365e-06
284,4.914344174822381e-06,5.868515845011925e-06
285,4.743666451725151e-06,6.6658324738275115e-06
286,4.255618755652572e-06,6.86651308744032e-06
287,3.6128655149106724e-06,6.419763173726605e-06
288,3.0897002436852077e-06,5.541101068858731e-06
289,2.9556426005396558e-06,4.59785848103461e-06
290,3.3317791271195432e-06,3.926145017556389e-06
291,4.104274766671959e-06,3.675517175831772e-06
292,4.955985729692214e-06,3.763854734863181e-06
293,5.511415325782161e-06,3.952612623986307e-06
294,5.524087109221392e-06,3.9929788342109695e-06
295,5.003411953261401e-06,3.7636201963516557e-06
296,4.20773223151771e-06,3.3248337903800894e-06
297,3.504290080747223e-06,2.868190884174643e-06
298,3.1727245304067575e-06,2.603744783227483e-06
299,3.2647557960683926e-06,2.6532411591273355e-06
300,3.5974637651283962e-06,3.000095757250826e-06
301,3.879569889016086e-06,3.512530410556495e-06
302,3.893971704829251e-06,4.019262487741544e-06
303,3.6266153057886085e-06,4.3873411539457055e-06
304,3.264005549143825e-06,4.559457237431295e-06
305,3.065378050101146e-06,4.542402348510103e-06
306,3.1952917889826776e-06,4.37256199100441e-06
307,3.6156630890593514e-06,4.088517445055204e-06
308,4.098554939354248e-06,3.7258441118119916e-06
309,4.353349941139928e-06,3.3316047033987304e-06
310,4.1893536035695174e-06,2.9768171405353387e-06
311,3.6153433721252822e-06,2.7431339651507023e-06
312,2.825814211075575e-06,2.6849154893299846e-06
313,2.0898082776887417e-06,2.7918144786109953e-06
314,1.6071979012943045e-06,2.9716770170499824e-06
315,1.4170413187055716e-06,3.071737143930411e-06
316,1.4085739659459317e-06,2.94029538058725e-06
317,1.4164379214107408e-06,2.5008977710792617e-06
318,1.3319298301756214e-06,1.8012661925638317e-06
319,1.1600909019750942e-06,1.0067674881430514e-06
320,9.95880352525353e-07,3.403099552780048e-07
321,9.436089401625064e-07,-1.7864386119685107e-09
322,1.0374525668026807e-06,7.449652810788115e-08
323,1.219854338479124e-06,5.267508156324065e-07
324,1.3899936315540033e-06,1.2013443418864723e-06
325,1.4856467845092765e-06,1.9025233285642793e-06
326,1.5399670207404733e-06,2.4722713261657533e-06
327,1.6734770201703134e-06,2.846368251870091e-06
328,2.0248214437809403e-06,3.0662956032818693e-06
329,2.6609049780591075e-06,3.245132959261679e-06
330,3.5270492900206834e-06,3.505212008650751e-06
331,4.4724646738112424e-06,3.920452433910451e-06
332,5.335160281602351e-06,4.488812705424735e-06
333,6.027886404024986e-06,5.139355175634032e-06
334,6.565608503642145e-06,5.764445588525794e-06
335,7.021321690672423e-06,6.2592110187493574e-06
336,7.4411487306834406e-06,6.551211168193171e-06
337,7.780588548822139e-06,6.612857618066968e-06
338,7.918455515198441e-06,6.459553724260711e-06
339,7.746528811206338e-06,6.145356657177746e-06
340,7.275419311965942e-06,5.757626686264765e-06
341,6.681068917798634e-06,5.40755343062272e-06
342,6.2455041063195305e-06,5.210428686214211e-06
343,6.2096828531712866e-06,5.246816103025477e-06
344,6.620647664404589e-06,5.517777012675214e-06
345,7.270958994668796e-06,5.921499760230754e-06
346,7.776329886010945e-06,6.2681645118458895e-06
347,7.7674950326142e-06,6.346153573198624e-06
348,7.096987662160458e-06,6.022476681334438e-06
349,5.9352302809864055e-06,5.321685125061872e-06
350,4.702645517232084e-06,4.44436580817556e-06
351,3.866560024629323e-06,3.699537338053673e-06
352,3.7105864667928295e-06,3.3667015996783966e-06
353,4.203417837511195e-06,3.5578539395408082e-06
354,5.033205426692877e-06,4.1505717958851265e-06
355,5.784722119118208e-06,4.83707135778993e-06
356,6.157346692435261e-06,5.275369939588733e-06
357,6.109151112774204e-06,5.270843318891908e-06
358,5.851718079573043e-06,4.891508456310242e-06
359,5.707671936316298e-06,4.444343831341941e-06
360,5.919582452301702e-06,4.3157503028218555e-06
361,6.512463458411673e-06,4.751826763574181e-06
362,7.277983658746108e-06,5.694642333446659e-06
363,7.881681742512628e-06,6.77410408712188e-06
364,8.033471776328955e-06,7.476398567112774e-06
365,7.639149770595862e-06,7.413983645080875e-06
366,6.856500246644585e-06,6.556329605537519e-06
367,6.031903901310603e-06,5.291742014890529e-06
368,5.558950340839349e-06,4.274943245263105e-06
369,5.720375963603864e-06,4.126091083946696e-06
370,6.578400724611764e-06,5.127145119479874e-06
371,7.954346823652966e-06,7.067936117816073e-06
372,9.497879561390547e-06,9.32405847832852e-06
373,1.0814154268149933e-05,1.1127857139875922e-05
374,1.1595794846987736e-05,1.1898796253055705e-05
375,1.1706330443697132e-05,1.147091572188504e-05
376,1.1183593390119711e-05,1.010710941279505e-05
377,1.017653295327667e-05,8.3145335489218e-06
378,8.85866508707324e-06,6.5745257691690365e-06
379,7.365612415185365e-06,5.1338105927268984e-06
380,5.78991113181106e-06,3.962503392520027e-06
381,4.224559648210538e-06,2.880598296777544e-06
382,2.815886974061885e-06,1.7606709358116e-06
383,1.773262065640009e-06,6.699739162943273e-07
384,1.311464240712946e-06,-1.3741680076561747e-07
385,1.551148921331385e-06,-3.659825548223463e-07
386,2.430146044725901e-06,1.3386535351821648e-07
387,3.6925448062941444e-06,1.2550555206965926e-06
388,4.9752506383271744e-06,2.6657309544763828e-06
389,5.954637348162134e-06,3.966321950349046e-06
390,6.478274372347016e-06,4.875021750447052e-06
391,6.601754644097609e-06,5.331254034846976e-06
392,6.51558023235988e-06,5.465222108316883e-06
393,6.410300890803334e-06,5.463988921991295e-06
394,6.361355763873145e-06,5.4295447555874064e-06
395,6.304495199625662e-06,5.321652449701132e-06
396,6.112135404471596e-06,5.019103870227423e-06
397,5.715371445853376e-06,4.454321361566707e-06
398,5.186731546894295e-06,3.721575283292499e-06
399,4.721151054001952e-06,3.073566287801917e-06
400,4.52334942446845e-06,2.798979188212411e-06
401,4.676180255713702e-06,3.0489650366103967e-06
402,5.078173231777438e-06,3.7199006932785926e-06
403,5.491494191234694e-06,4.473777936403688e-06
404,5.670031418521329e-06,4.889592475744798e-06
405,5.489055398386914e-06,4.66776436621026e-06
406,4.9965777785303004e-06,3.7783932016700034e-06
407,4.359251038960289e-06,2.4726388806432456e-06
408,3.7482635072282733e-06,1.1582026057170397e-06
409,3.2496515909716276e-06,2.1162707323195155e-07
410,2.8573859731952366e-06,-1.7186258920719154e-07
411,2.540408183515557e-06,-2.69423040479094e-08
412,2.32344212700021e-06,4.375624397304406e-07
413,2.311144448366571e-06,9.58060513611434e-07
414,2.62300124021322e-06,1.3292845032684725e-06
415,3.2751968931238795e-06,1.4565420681934912e-06
416,4.097175060020262e-06,1.3412347293871121e-06
417,4.7586541231713365e-06,1.0341114801524222e-06
418,4.9093838641693234e-06,5.936621484154538e-07
419,4.357437787645372e-06,6.858525581430782e-08
420,3.179330486235473e-06,-4.976356571678979e-07
421,1.694389595501775e-06,-1.0578590283898381e-06
422,3.123116749051631e-07,-1.5610494390756956e-06
423,-6.615216222496654e-07,-1.965062912248015e-06
424,-1.1475529226797492e-06,-2.2510331064551406e-06
425,-1.2783781677492354e-06,-2.428118423965956e-06
426,-1.271164261762457e-06,-2.5279349820272237e-06
427,-1.2707036537113971e-06,-2.587464223258166e-06
428,-1.262388487865967e-06,-2.6266465889595464e-06
429,-1.1058718486621206e-06,-2.630558019406729e-06
430,-6.610188961438687e-07,-2.5473089409175285e-06
431,8.612058186008363e-08,-2.30533368546703e-06
432,9.835689390945595e-07,-1.84134421915916e-06
433,1.7819892012625033e-06,-1.140339303718344e-06
434,2.268346428851385e-06,-2.728848956005469e-07
435,2.375677732349061e-06,5.999228426985707e-07
436,2.2032607169296123e-06,1.2658217590301627e-06
437,1.943273230441387e-06,1.5433118333878686e-06
438,1.7629428992089435e-06,1.3731325486996248e-06
439,1.7190233474979375e-06,8.671183816546393e-07
440,1.7485841625581344e-06,2.743321688862384e-07
441,1.727014086989979e-06,-1.3817559642843747e-07
442,1.550442631788759e-06,-2.292905330960997e-07
443,1.1900136412833277e-06,-6.99625200787792e-08
444,6.891241886603049e-07,8.435070544476747e-08
445,1.2129742561083517e-07,-6.271258197513922e-08
446,-4.4828607921447786e-07,-6.633230248621976e-07
447,-9.700175759189377e-07,-1.6098151539870092e-06
448,-1.388206202288626e-06,-2.5647271203825445e-06
449,-1.6196844437843912e-06,-3.1326283742474947e-06
450,-1.5660901474624197e-06,-3.079279699351266e-06
451,-1.1629850498751926e-06,-2.4662495279835107e-06
452,-4.325746173767714e-07,-1.6142917746421682e-06
453,5.016479238928631e-07,-9.093978481595477e-07
454,1.460124360185597e-06,-5.663793544780115e-07
455,2.299389423199135e-06,-4.920945705380153e-07
456,2.995623285119266e-06,-3.3734753052031447e-07
457,3.65854944622822e-06,2.844028411173777e-07
458,4.45973476858101e-06,1.5432345076855406e-06
459,5.513200116830572e-06,3.2615171486770304e-06
460,6.776320412898001e-06,4.9848500625205625e-06
461,8.035366761190864e-06,6.216552067843182e-06
462,8.992454773637029e-06,6.677353959934001e-06
463,9.407267513139273e-06,6.432292466245353e-06
464,9.215506078043349e-06,5.818948137549816e-06
465,8.553825925715165e-06,5.229665633446249e-06
466,7.67872432139616e-06,4.8851160293853115e-06
467,6.831529781814318e-06,4.739037485609048e-06
468,6.128268940899226e-06,4.565169334965809e-06
469,5.5367735004342925e-06,4.1570362885159545e-06
470,4.950978097467843e-06,3.5040236859433487e-06
471,4.307059718078253e-06,2.8263048418851922e-06
472,3.6623163973572244e-06,2.4422645168299355e-06
473,3.1870769922839804e-06,2.5590386724836567e-06
474,3.069973377640253e-06,3.123467288474094e-06
475,3.3936230433809533e-06,3.831299753968441e-06
476,4.065428331610447e-06,4.2977783756629555e-06
477,4.84559993281796e-06,4.281404708045618e-06
478,5.45297965992991e-06,3.819563147104042e-06
479,5.701039198619544e-06,3.2007823578573153e-06
480,5.583987775202041e-06,2.790720629381551e-06
481,5.259539046251065e-06,2.816819320056449e-06
482,4.949068928780008e-06,3.2450707535736346e-06
483,4.809762932768509e-06,3.815428740009286e-06
484,4.852081949715654e-06,4.206671003788075e-06
485,4.947630760265868e-06,4.226136582114562e-06
486,4.9113671639887734e-06,3.905263488069213e-06
487,4.604571863673161e-06,3.447869259628556e-06
488,4.003372626834859e-06,3.0752673681584886e-06
489,3.19852897751829e-06,2.8701509169130197e-06
490,2.3289485004740077e-06,2.7148937914863118e-06
491,1.5001995616909776e-06,2.3641676509464517e-06
492,7.409758113232467e-07,1.60829526511359e-06
493,1.9373503629502385e-08,4.2719300949040276e-07
494,-6.924073028223007e-07,-9.553208162255391e-07
495,-1.3494684018255505e-06,-2.1495871412617992e-06
496,-1.8101445991322173e-06,-2.768220317260679e-06
497,-1.8860563896823586e-06,-2.595890157867513e-06
498,-1.4423550085819603e-06,-1.6758896967215008e-06
499,-4.924039201047049e-07,-2.8098588323751537e-07
500,7.617811245863156e-07,1.200666309095224e-06
501,1.983618606296378e-06,2.4095296311453326e-06
502,2.834623645281996e-06,3.128647475803771e-06
503,3.1247034823089668e-06,3.327539230211732e-06
504,2.907407828228495e-06,3.139537282425934e-06
505,2.461197641198018e-06,2.7945211166168357e-06
506,2.159597683856022e-06,2.5340208211890944e-06
507,2.283922632399761e-06,2.533020637981593e-06
508,2.8653766341788687e-06,2.841211460194451e-06
509,3.6453145919097123e-06,3.35906771327871e-06
510,4.183235482480568e-06,3.860472726083217e-06
511,4.070024017959907e-06,4.068497455232857e-06
512,3.147108777590053e-06,3.7692109767722927e-06
513,1.6158103488262255e-06,2.9189112038047196e-06
514,-2.8491943316140466e-08,1.6957478236263888e-06
515,-1.2125906923377442e-06,4.599063605707125e-07
516,-1.5449098811292976e-06,-3.7119617947695075e-07
517,-9.883328165812613e-07,-4.843471094656264e-07
518,1.3909041353814992e-07,1.9773657926239636e-07
519,1.3388510402234082e-06,1.481616320993175e-06
520,2.1909274362873086e-06,2.9830085499384257e-06
521,2.5519357501464863e-06,4.28012407233379e-06
522,2.5812433088031545e-06,5.068916866107977e-06
523,2.586527276228144e-06,5.245426768373953e-06
524,2.7868977980108825e-06,4.891922024548785e-06
525,3.1377899063309115e-06,4.192304481416684e-06
526,3.3313289745709113e-06,3.330882171796689e-06
527,2.981746198456538e-06,2.4307539338489783e-06
528,1.8847067104976553e-06,1.5498356697217835e-06
529,1.9740983569895632e-07,7.21707595121189e-07
530,-1.5791342869195895e-06,-8.766190875052838e-10
531,-2.8280294267494167e-06,-5.409525389789306e-07
532,-3.130483094729984e-06,-8.315523289067464e-07
533,-2.4901348429423924e-06,-8.603394910227136e-07
534,-1.3409359862546694e-06,-6.899008618454019e-07
535,-3.2615158311944405e-07,-4.374172010704028e-07
536,3.369826659954752e-08,-2.200808561674147e-07
537,-4.0297738922705356e-07,-1.0214731518959408e-07
538,-1.3538281177894e-06,-7.762067436741904e-08
539,-2.296616275213106e-06,-9.67440892048317e-08
540,-2.775845053130318e-06,-1.194147600073669e-07
541,-2.6502041159856163e-06,-1.533322669850744e-07
